보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
이서면 소로3-16(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830951,127.019605,35.830953,127.019814,전용,6,Y,보행환경개선,2017-11-02,합격,,,4,2,1,0,0,1,2,1,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
이서면 소로3-17(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830951,127.019919,35.830953,127.020265,전용,6,Y,보행환경개선,2017-11-02,합격,,,4,3,0,0,0,3,1,0,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
이서면 소로3-18(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830953,127.020611,35.830953,127.020611,전용,6,Y,보행환경개선,2017-11-02,합격,,,5,2,0,0,0,1,1,1,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
이서면 소로3-19(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830953,127.020611,35.830951,127.020818,전용,6,Y,보행환경개선,2017-11-02,합격,,,4,1,0,0,0,0,0,0,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
이서면 소로3-20(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830951,127.020919,35.830951,127.020919,전용,6,Y,보행환경개선,2017-11-02,합격,,,7,1,0,0,0,2,1,1,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
이서면 소로3-21(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830717,127.022208,35.830717,127.022208,전용,6,Y,보행환경개선,2017-11-02,합격,,,8,2,0,0,0,3,1,1,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
이서면 소로3-22(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830717,127.022519,35.830717,127.022519,전용,6,Y,보행환경개선,2017-11-02,합격,,,0,0,0,0,0,0,0,0,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
이서면 소로3-23(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830717,127.022519,35.830722,127.022739,전용,6,Y,보행환경개선,2017-11-02,합격,,,0,0,0,0,0,0,0,0,전라북도 완주군청,063-290-2805,2022-11-24,4720000,전라북도 완주군
소3-4,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402338,126.709004,37.402557,126.708535,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-5,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402079,126.709551,37.402233,126.709164,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-6,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.401748,126.710152,37.401925,126.709699,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-7,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.401461,126.710914,37.401709,126.710333,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-8,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.414078,126.712975,37.414126,126.712746,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-9,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.414003,126.713359,37.414047,126.713101,,8.4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-10,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.411573,126.713252,37.411581,126.713173,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-11,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407477,126.723025,37.407514,126.723173,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-12,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407295,126.724303,37.407018,126.724404,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-15,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404698,126.724833,37.404795,126.723506,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-16,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402877,126.722177,37.402039,126.722427,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-17,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402992,126.722213,37.403097,126.721998,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-18,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407012,126.711682,37.407022,126.711481,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-19,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407401,126.729337,37.407558,126.729172,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-21,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.408723,126.731207,37.408916,126.731029,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-22,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407317,126.724303,37.407029,126.724394,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-23,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.408916,126.732161,37.409041,126.732012,,7, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-24,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.409794,126.733156,37.409939,126.733306,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-25,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.403031,126.731681,37.403096,126.731814,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-26,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.403198,126.731928,37.403253,126.732105,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-27,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404197,126.733734,37.404423,126.733552,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-28,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.403367,126.733977,37.403629,126.733755,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-29,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402894,126.733911,37.403164,126.733732,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-30,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402787,126.733944,37.402527,126.734136,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-31,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402448,126.734225,37.402335,126.734283,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소1-7,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.442708,126.708219,37.442384,126.708214,,10, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-10,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.447754,126.718399,37.447775,126.718164,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-2,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.441689,126.708326,37.441685,126.708755,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-4,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.441748,126.709812,37.441748,126.709568,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-5,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.441671,126.710262,37.441698,126.710862,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-6,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.443004,126.716167,37.443229,126.716141,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-8,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.441351,126.716211,37.441091,126.715628,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-9,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.441081,126.713981,37.441076,126.712651,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-2,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.444281,126.711682,37.444571,126.708758,,5.5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-3,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.444192,126.709391,37.444319,126.709445,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-4,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.443727,126.708662,37.443774,126.708426,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-5,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.443676,126.709096,37.443715,126.708775,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-6,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.443693,126.709671,37.443698,126.709252,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-8,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.442371,126.709162,37.441878,126.709184,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-9,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.441109,126.709188,37.441576,126.709184,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-10,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.440592,126.709176,37.441066,126.709167,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-11,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.443051,126.708211,37.443195,126.708214,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-12,인천광역시,남동구,구월동,,전일제,00:00,23:59,00:00,23:59,37.442322,126.715631,37.442373,126.716284,,5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소1-16,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.399754,126.725265,37.400724,126.726615,,10, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소1-20,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.400969,126.712741,37.401509,126.711211,,13, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소1-21,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.401532,126.732655,37.401711,126.731545,,15, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-78,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.400333,126.719014,37.400504,126.718926,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-79,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.400908,126.713576,37.401632,126.713554,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소2-80,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.401294,126.713201,37.401263,126.713383,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-3,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.402641,126.708364,37.402755,126.707977,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
약수7길,울산광역시,북구,중산동,2011-03-31,전일제,00:00,23:59,00:00,23:59,35.648519,129.351425,35.648359,129.351877,겸용,6,Y,보행환경개선,2022-11-08,합격,없음,0,2,0,0,0,0,0,0,0,울산광역시 북구청,052-241-7876,2022-11-08,3720000,울산광역시 북구
괴정1길,울산광역시,북구,매곡동,2007-09-13,전일제,00:00,23:59,00:00,23:59,35.644281,129.358234,35.646308,129.360471,겸용,6,Y,보행환경개선,2022-11-08,합격,없음,0,19,2,0,17,4,0,0,4,울산광역시 북구청,052-241-7876,2022-11-08,3720000,울산광역시 북구
매산로,울산광역시,북구,매곡동,2007-09-13,전일제,00:00,23:59,00:00,23:59,35.645416,129.359311,35.643906,129.3661237,겸용,6,Y,보행환경개선,2022-11-08,합격,없음,0,108,20,0,68,5,0,3,29,울산광역시 북구청,052-241-7876,2022-11-08,3720000,울산광역시 북구
매산로,울산광역시,북구,매곡동,2007-09-13,전일제,00:00,23:59,00:00,23:59,35.643285,129.360006,35.646342,129.360364,겸용,6,Y,보행환경개선,2022-11-08,합격,없음,0,0,0,0,0,0,0,0,0,울산광역시 북구청,052-241-7876,2022-11-08,3720000,울산광역시 북구
와석순환로470(운정호수공원 보행6교 스카이브릿지),경기도,파주시,와동동 1412,,전일제,00:00,23:59,00:00,23:59,37.719299,126.752195,37.717055,126.753765,겸용,4,Y,안전한 보행로 확보,2020-09-07,합격,,0,0,0,0,0,0,2,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
경기도 파주시 8번길70 동패동 동패로,경기도,파주시,동패동,,전일제,00:00,23:59,00:00,23:59,32.709611,126.733004,37.709335,126.731213,,6,Y,안전한 보행로 확보,2020-06-08,합격,,0,0,0,0,3,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
경기도 파주시 와동동 가온로,경기도,파주시,와동동,,전일제,00:00,23:59,00:00,23:59,37.179328,126.751738,37.718887,126.759697,,6,Y,안전한 보행로 확보,2020-06-19,합격,,0,3,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
경기도 파주시 운정2동,경기도,파주시,운정2동,,전일제,00:00,23:59,00:00,23:59,37.719995,126.735848,37.717815,126.732488,겸용,6,Y,안전한 보행로 확보,2020-07-10,합격,,0,0,0,3,13,0,0,1,1,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
운정역 다리,경기도,파주시,야당동,,전일제,00:00,23:59,00:00,23:59,37.726316,126.766109,37.7286056,126.7464849,겸용,6,Y,안전한 보행로 확보,2020-09-08,합격,,0,0,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
야당역 앞 다리,경기도,파주시,야당동,,전일제,00:00,23:59,00:00,23:59,37.713112,126.7608405,37.713108,126.7607845,겸용,6,Y,안전한 보행로 확보,2020-09-22,합격,,0,8,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
야당역 1번출구 다리,경기도,파주시,야당동,,전일제,00:00,23:59,00:00,23:59,37.712122,126.7599325,37.712139,126.7606375,겸용,6,Y,안전한 보행로 확보,2020-09-22,합격,,0,8,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
새암공원,경기도,파주시,동패동,,전일제,00:00,23:59,00:00,23:59,37.7110504,126.7464189,37.7083585,126.746373,겸용,6,Y,안전한 보행로 확보,2020-09-10,합격,,0,0,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
새암공원(가로),경기도,파주시,동패동,,전일제,00:00,23:59,00:00,23:59,37.7095307,126.7450242,37.7095105,126.7462861,겸용,6,Y,안전한 보행로 확보,2020-09-10,합격,,0,0,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
산책로 시작-운정역,경기도,파주시,야당동,,전일제,00:00,23:59,00:00,23:59,37.725402,126.767152,37.725402,126.767152,전용,6,Y,안전한 보행로 확보,2020-07-06,합격,,0,0,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
산책로 운정역-빛오름공원,경기도,파주시,야당동,,전일제,00:00,23:59,00:00,23:59,37.725402,126.767152,37.715662,126.7600361,전용,6,Y,안전한 보행로 확보,2020-07-06,합격,,0,0,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
산책로 빛오름공원- 끝,경기도,파주시,야당동,,전일제,00:00,23:59,00:00,23:59,37.715662,126.7600361,37.7082829,126.7596461,전용,6,Y,안전한 보행로 확보,2020-07-06,합격,,0,0,0,0,0,0,0,0,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
공릉천 산책로 (장곡소공원 - 봉일천교앞 교차로),경기도,파주시,조리읍,,전일제,00:00,23:59,00:00,23:59,37.7342894,126.8314791,37.740566,126.8054259,,6,Y,안전한 보행로 확보,2020-10-05,합격,,0,0,0,0,0,0,0,0,,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
공릉천 산책로 (봉일천교앞 교차로 - 서원마을7단지),경기도,파주시,금촌동,,전일제,00:00,23:59,00:00,23:59,37.740566,126.8054259,37.751265,126.765664,,6,Y,안전한 보행로 확보,2020-10-05,합격,,0,0,0,0,0,0,0,0,,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
공릉천 산책로 (서원마을7단지 - 산책로 끝),경기도,파주시,하지석동,,전일제,00:00,23:59,00:00,23:59,37.751265,126.765664,37.7584543,126.7634009,,6,Y,안전한 보행로 확보,2020-10-05,합격,,0,0,0,0,0,0,0,0,,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
경기도 파주시 운정3동,경기도,파주시,운정3동,,전일제,00:00,23:59,00:00,23:59,37.723127,126.758032,37.722986,126.760284,전용,6,Y,안전한 보행로 확보,2020-11-03,합격,,0,0,0,0,8,0,0,1,0,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
산내마을 홈플러스(가),경기도,파주시,목동동,,전일제,00:00,23:59,00:00,23:59,37.729586,126.734729,37.728124,126.735884,,6,Y,안전한 보행로 확보,2020-11-16,합격,,0,0,0,0,0,0,0,0,,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
산내마을 홈플러스(세),경기도,파주시,목동동,,전일제,00:00,23:59,00:00,23:59,37.729045,126.735631,37.728036,126.733372,,6,Y,안전한 보행로 확보,2020-11-16,합격,,0,0,0,0,0,0,0,0,,파주시 도로관리사업소,031-940-4644,2022-10-20,4060000,경기도 파주시
문화의 거리,충청북도,제천시,중앙동,2007-05-22,전일제,00:00,23:59,00:00,23:59,37.136212,128.209992,37.137191,128.211886,,10, ,쾌적한 보행환경과 아름다운 경관조성+길거리공연 등 문화행사 진흥,2022-10-14,합격,,13,,,,16,,,,,충청북도 제천시청,043-641-6223,2022-10-18,4400000,충청북도 제천시
관저중로-11,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.3049890,127.3339060,36.3049890,127.3339060,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
관저중로-12,대전광역시,서구,관저동,,전일제,00:00,23:59,00:00,23:59,36.3043810,127.3370890,36.3032180,127.3370500,,3, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
도솔로-1,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,36.3350120,127.3720000,36.3350120,127.3720000,,4, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
도솔로-2,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,36.3343600,127.3714870,36.3343600,127.3714870,,4, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
도솔로-3,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,35.2411760,128.8617370,35.2413310,128.8620920,,4, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
도솔로-4,대전광역시,서구,내동,,전일제,00:00,23:59,00:00,23:59,36.3319720,127.3773260,36.3327690,127.3760600,,4, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
도산로-1,대전광역시,서구,도마동,1996-06-25,전일제,00:00,23:59,00:00,23:59,36.3156490,127.3807550,36.3156000,127.3807660,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
도산로-2,대전광역시,서구,도마동,2009-08-07,전일제,00:00,23:59,00:00,23:59,36.3159560,127.3806120,36.3163000,127.3817490,,6, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-1,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3307530,127.3388260,36.3302260,127.3388430,,30, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-2,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3316110,127.3407870,36.3310830,127.3408150,,15, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-3,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3309160,127.3390000,36.3309240,127.3402590,,12, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-4,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3243730,127.3465020,36.3243400,127.3473150,,12, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-5,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3211000,127.3494810,36.3201560,127.3494760,,5, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-6,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3172900,127.3490000,36.3170500,127.3486700,,5, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-7,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3328750,127.3382360,36.3326070,127.3385800,,10, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-8,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3326890,127.3392040,36.3326890,127.3392040,,10, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-9,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3309710,127.3416800,36.3311210,127.3418840,,10, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
