시도명,시군구명,도로명,지정사유,지정연도,도로폭,도로연장,도로차로수,보차분리여부,시작점위도,시작점경도,종료점위도,종료점경도,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,수원시,금당로69번길17-21,,2016,10,80,1,Y,37.302532,127.017442,37.302247,127.017106,,경기도 수원시 장안구청,031-228-5434,2022-06-16,3740000,경기도 수원시
경기도,수원시,상률로12번길70-15,,2016,8,60,1,N,37.30509718,126.9688454,37.3043425,126.9685976,,경기도 수원시 장안구청,031-228-5434,2022-06-16,3740000,경기도 수원시
경기도,수원시,파장로82번길3,,2017,6,78,1,N,37.30747076,126.9923155,37.30683326,126.9920504,,경기도 수원시 장안구청,031-228-5434,2022-06-16,3740000,경기도 수원시
경기도,수원시,파장천로44번길36,,2017,9,25,1,N,37.30918747,126.9985505,37.30873244,126.9979583,,경기도 수원시 장안구청,031-228-5434,2022-06-16,3740000,경기도 수원시
경기도,수원시,경수대로1079,,2017,7,350,1,N,37.30684452,126.9920533,37.306584,126.991874,,경기도 수원시 장안구청,031-228-5434,2022-06-16,3740000,경기도 수원시
경기도,안산시,원곡초교길,,,8,250,1,Y,37.327702,126.796895,37.328768,126.794519,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,다문화길,,,8.2,340,1,N,37.330985,126.791301,37.328477,126.789456,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,라성로,,,14.6,300,1,Y,37.327047,126.799331,37.325968,126.797688,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,라성안길,,,8,220,1,Y,37.327196,126.801077,37.328326,126.801771,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,화정천서로5길,,,6,240,1,N,37.346334,126.816662,37.345586,126.815574,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,화정천서로5길,,,6,70,1,N,37.345495,126.816124,37.346165,126.816178,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,화정천서로5길,,,6,104,1,Y,37.346269,126.817931,37.346309,126.816954,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,화정천서로7길,,,6,500,1,N,37.347448,126.817779,37.347238,126.817601,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,화정천서로4안길,,,6,500,1,N,37.344197,126.817535,37.343986,126.817501,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,화정천서로2안길,,,10,270,1,N,37.342622,126.815605,37.342531,126.817416,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,석수로8길,,,6,700,1,N,37.347443,126.806713,37.341995,126.808225,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,석수동길,,,8,30,1,N,37.346538,126.806583,37.346521,126.806422,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,석수동길,,,6,30,1,Y,37.345254,126.806939,37.345297,126.807136,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,석수동길,,,6,30,1,Y,37.343501,126.807826,37.343548,126.808019,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와동공원로5안길,,,6,100,1,N,37.340799,126.823761,37.340655,126.823082,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와개길,,,8,380,1,N,37.335194,126.823767,37.334192,126.822931,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와개길,,,6,270,1,N,37.335129,126.823997,37.333853,126.825016,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와개1안길,,,8,160,1,N,37.334263,126.825418,37.334974,126.823918,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와개길,,,6,90,1,N,37.334343,126.824232,37.334907,126.824641,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와개4길,,,6,150,1,N,37.334524,126.822218,37.335561,126.823089,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와개3길,,,6,150,1,N,37.335407,126.823351,37.334399,126.822551,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,와개2길,,,5,150,1,Y,37.334252,126.822783,37.335244,126.823604,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,보배3길,,,6,110,1,N,37.331242,126.826942,37.331838,126.827485,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경상북도,포항시,행복길11번길,,,8,220,1,N,36.01279126,129.3366513,36.01309168,129.3344117,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,대잠동길 6번길,,,5,454,1,N,36.0136836,129.3392894,36.0136836,129.3392894,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
충청남도,홍성군,충절로1032번길,,,5,100,1,N,36.6006351,126.6669942,36.60027752,126.668024,,충청남도 홍성군청,041-630-1114,2022-07-28,4600000,충청남도 홍성군
경기도,양주시,덕정동 206-4,,,6,130,1,Y,37.837521,127.067805,37.838173,127.068571,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,백석읍 홍죽리 957,,,5,120,1,Y,37.801391,126.965659,37.801923,126.966691,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,옥정동로7나길,,,7,100,3,Y,37.818952,127.093717,37.821799,127.093246,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,옥정동로7다길,,,7,530,3,Y,37.820198,127.092524,37.821859,127.093068,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,지섬로198번길,,,7,150,1,Y,37.819045,126.981668,37.819936,126.982181,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,광적로 16번길,,,4,100,1,Y,37.821091,126.986032,37.820599,126.985095,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,가납리 886,,,4,80,1,Y,37.821293,126.984517,37.821674,126.985292,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,가납리 880,,,4,70,1,Y,37.822335,126.983688,37.822701,126.984335,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,가납리 878,,,4,50,1,Y,37.822953,126.983862,37.822673,126.983391,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경기도,양주시,옥정동 1049-7,,,2,155,1,Y,37.8144203,127.0892789,37.81564948,127.0901533,,경기도 양주시청(대중교통과),031-8082-6621,2022-07-26,5590000,경기도 양주시
경상북도,예천군,맛고을길,보행자안전확보,2016,6,80,1,N,36.655548,128.451831,36.655869,128.452639,,경상북도 예천군청,054-650-6256,2022-07-13,5230000,경상북도 예천군
경상북도,예천군,맛고을길,보행자안전확보,2016,6,120,1,N,36.656207,128.453452,36.656242,128.454986,,경상북도 예천군청,054-650-6256,2022-07-13,5230000,경상북도 예천군
경상북도,예천군,효자로,보행자안전확보,2016,6,110,1,N,36.656974,128.454091,36.655969,128.454281,,경상북도 예천군청,054-650-6256,2022-07-13,5230000,경상북도 예천군
경기도,이천시,경충대로,주민건의,,3,35,1,N,37.2560676,127.4913564,37.25588376,127.4916878,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,경충대로 2709번길,주민건의,,6,1100,2,Y,37.27902442,127.4328832,37.27800799,127.4336385,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,고월로,주민건의,,3,500,1,N,37.08504067,127.5549874,37.08894435,127.5472664,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,고월로,주민건의,,3,300,1,N,37.08478756,127.5551627,37.08428104,127.5584515,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,고월로,주민건의,,3,500,1,N,37.08890067,127.546968,37.08541065,127.5510059,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,남천로,주민건의,,6,50,2,Y,37.27661632,127.4474456,37.27661823,127.4469411,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,서희로 48번길,주민건의,,3,30,1,N,37.27974338,127.443729,37.28002241,127.4438068,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,서희로 48번길,주민건의,,3,80,1,N,37.27915094,127.4443316,37.27965989,127.443768,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,설봉로,주민건의,2013,3,80,1,N,37.28459529,127.4377189,37.28453351,127.4385868,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,설봉로 37번길,주민건의,2013,6,250,2,N,37.28007523,127.4374841,37.2817454,127.4359884,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,애련정로,주민건의,2013,3,70,1,N,37.27996709,127.451288,37.27992335,127.4503518,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,영창로,주민건의,2005,3,150,1,Y,37.28099591,127.4449034,37.28023291,127.4459363,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,영창로,주민건의,2005,3,70,1,Y,37.2808482,127.4458469,37.28023291,127.4459363,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,영창로 300번길,주민건의,2005,3,110,1,Y,37.28015487,127.4604367,37.2809588,127.459615,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,원적로,주민건의,,3,60,1,N,37.3405641,127.4876525,37.340505,127.4884451,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,죽당로,주민건의,,3,130,1,Y,37.285066,127.4941678,37.2858136,127.4929338,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경상북도,포항시,중앙로 308번길,,,4,194,1,N,36.04019273,129.3666152,36.0399255,129.3687399,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 308번길,,,4,33,1,N,36.04006049,129.3672658,36.03976362,129.367243,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 308번길,,,4,66,1,N,36.03939138,129.3677283,36.03999183,129.3677768,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,불종로,,,4,70,1,N,36.03832204,129.367699,36.03928788,129.3677224,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,불종로,,,6,69,1,N,36.03832328,129.3663817,36.03889354,129.3665902,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,불종로,,,4,36,1,N,36.03858434,129.3670773,36.03826759,129.3670346,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,새천년대로410번길,,,10,248,1,Y,36.01265845,129.3435702,36.01149253,129.3458285,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,대잠길,,,5,132,1,N,36.01033968,129.3391212,36.01126188,129.3399968,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,효행길,,,8,230,1,N,36.01125666,129.336107,36.01029786,129.3344485,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,행복길 75번길,,,8,176,2,N,36.01303671,129.3342271,36.01156844,129.3337457,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,행복길,,,7,265,1,N,36.01455333,129.3319928,36.0130098,129.3342208,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
전라남도,순천시,장천동 무궁화장길(팔마로43번지 아모스미용재료→학동이길28번지 뷰티헤어샵),,,9,120,1,N,34.94661431,127.493176,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,조곡일방로(조곡동353-3(조곡교)→조곡동236-2(장대공원),,,4,600,1,N,34.95583772,127.4913566,34.95044201,127.4944992,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,인제동 상인제길(상인제길 2번지 인제부식청과→상인제길 136번지 성진아파트 입구사거리),,2004,7,200,2,N,34.94574902,127.4846091,34.94496073,127.4815376,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,생목일방로(생목동 이수로 2번지 김보석→덕암동 현대아파트 삼거리),,,8,900,1,N,34.94790819,127.5008866,34.94993806,127.5101587,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,동신아파트 옆 일방로(조례동 대주아파트입구→조례동 부영8차 관리사무소 건물),,2002,8,400,1,N,34.95621416,127.5289326,34.95467611,127.5274961,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,해룡면 마산마을(마산마을→국도17호 마산마을입구 삼거리),,,4,380,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,연향3지구 아우디모텔 일방로(아우디모텔 블록 구간),,2002,12,100,2,N,34.94132098,127.5194494,34.94132098,127.5194494,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,향림초등 일방로(향림현대 201동 우측도로입구→향림현대201동 좌측도로 끝지점),,2002,7,200,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,시청 주차장도로(장천동 63-5 박람회추진단 → 장천동 63-7 하루일과 간),,2002,4,47,1,N,34.95003105,127.4867611,34.94976057,127.4867518,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,에코그라드호텔 이면도로(조례동 1593-14 워터피아주차장입구⇒조례동 1587-6 현대병원사거리 간),,2008,9,100,1,N,34.95395596,127.5231315,34.95360921,127.5220605,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,청소년 문화의거리(행동 승주주차장⇒ 금곡사거리간),,2009,14,190,1,N,34.95568317,127.4824886,34.95615629,127.4771752,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,중앙동 감사터길 (중앙동3-17∼1-4) 90m,,2010,6,90,1,N,34.95640918,127.4857579,34.95717137,127.4848006,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,향림현대아파트 외곽 천변도로(사랑유치원-향림교),,2011,5,270,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,인제동 아트빌앞 도로(아트빌-상인제길),,2012,8,130,1,N,34.94481459,127.4810897,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,조례마을안길(호수공원도서관~두지마을),,2014,5,136,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(정관장~오늘한점 ),,2002,8,75,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(오늘한점~소망빌딩),,,8,34,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(소망빌딩~맷돌순두부),,2016,8,75,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(소망빌딩~삼성영어),,2016,8,34,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(삼성영어~에코드림유치원),,2016,8,75,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(신대어린이집~벤츠 ),,2016,8,54,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(벤츠~유명셀프세차장),,2016,8,32,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(유명셀프세차장~어린이공원),,2016,8,54,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(유명셀프세차장~등뼈감자탕),,2016,8,32,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(어린이공원~24시희망세차장 ),,2016,8,97,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대5블럭(24시희망세차장~사랑손팥죽 ),,2016,8,37,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
경기도,안산시,이화3길,,,6,94,1,N,37.301551,126.857799,37.301579,126.856849,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화3길,,,6,94,1,N,37.301026,126.856853,37.301027,126.857754,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화3길,,,6,94,1,N,37.300678,126.856803,37.300659,126.857749,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화3길,,,6,94,1,N,37.299863,126.857701,37.299895,126.856785,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화3길,,,6,94,1,N,37.299906,126.857705,37.299915,126.856799,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화3길,,,6,94,1,N,37.298519,126.856713,37.298456,126.857592,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화3길,,,6,94,1,N,37.298205,126.857618,37.298205,126.857618,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화3길,,,6,410,1,N,37.301551,126.857797,37.301571,126.856834,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화6길,,,4,94,1,Y,37.300203,126.856814,37.300258,126.857792,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화1길,,,4,84,1,N,37.297852,126.856882,37.297771,126.857606,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화1길,,,6,68,1,N,37.297379,126.857585,37.297407,126.856958,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화1길,,,8,600,1,N,37.298029,126.856686,37.302028,126.855649,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화2길,,,8,521,1,N,37.297081,126.857878,37.297198,126.857817,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화4길,,,8,199,1,N,37.299704,126.855478,37.301294,126.855576,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,이화5길,,,6,150,1,N,37.301038,126.855121,37.300552,126.854916,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,안산천서로5길,,,8,200,1,N,37.335277,126.847278,37.336477,126.848423,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,석호공원로4길,,,8,346,1,Y,37.301358,126.851441,37.301299,126.852232,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,석호공원로4길,,,8,120,1,N,37.301293,126.851975,37.300415,126.851927,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,석삼말길,,,8,130,1,N,37.307408,126.865719,37.307985,126.865613,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,본오동 881-6,,,8,170,1,Y,37.301246,126.865042,37.301246,126.865042,,안산시 상록구 도로교통과,031-481-5579,2022-11-30,3930000,경기도 안산시
경기도,안산시,원곡공원로,,,15,260,1,Y,37.332701,126.794168,37.333454,126.791854,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,부부로,,,10,320,2,Y,37.331494,126.790182,37.328977,126.788531,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,중앙대로,,,8,450,1,Y,37.328977,126.788531,37.327861,126.790734,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산1길,,,6,230,1,N,37.330601,126.796798,37.332568,126.796922,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산1길,,,6,80,1,N,37.330715,126.797194,37.330657,126.796512,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산2길,,,6,440,1,N,37.332535,126.797451,37.328746,126.797668,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산2길,,,6,70,1,N,37.330275,126.796529,37.330228,126.797207,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산2길,,,6,60,1,N,37.329848,126.797197,37.329884,126.796711,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산2길,,,4,50,1,N,37.329495,126.796732,37.329464,126.797154,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산2길,,,6,100,1,N,37.329405,126.798379,37.328966,126.797752,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산5길,,,6,450,1,N,37.329232,126.797459,37.332443,126.798626,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산4길,,,5,350,1,N,37.332442,126.798621,37.329677,126.797396,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산3길,,,6,360,1,N,37.329443,126.798411,37.332513,126.798142,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경기도,안산시,관산5길,,,6,100,1,N,37.330366,126.799186,37.331027,126.798864,,안산시 단원구 도로교통과,031-481-6295,2022-11-30,3930000,경기도 안산시
경상북도,포항시,상공로 56번길,,,4,67,1,N,36.01293235,129.3590043,36.01234772,129.3587235,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,상공로 56번길,,,4,110,1,N,36.01172985,129.360704,36.01273251,129.3609169,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,상공로 56번길,,,5,87,1,N,36.01181866,129.3619126,36.01257377,129.3617716,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,상공로 56번길,,,5,38,1,N,36.01236838,129.3629354,36.01208673,129.3630545,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,4,56,1,N,36.0090161,129.3578174,36.00950578,129.3576574,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,4,58,1,N,36.00978542,129.3587857,36.00930161,129.3589903,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,4,59,1,N,36.00988376,129.361342,36.01039634,129.3611632,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,6,60,1,N,36.01017379,129.3625123,36.01068896,129.362317,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,4,59,1,N,36.01095911,129.3634672,36.01045547,129.363649,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,상대로,,,5,55,1,N,36.01317018,129.3619114,36.01268402,129.3617777,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,서동로,,,3,39,1,N,36.04049217,129.3673064,36.04015032,129.3672796,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,서동로,,,4,39,1,N,36.04043701,129.3678178,36.04007491,129.3677904,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 294번길,,,3,40,1,N,36.03902397,129.3661448,36.03894598,129.3665585,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 294번길,,,4,74,1,N,36.03892119,129.367129,36.03826753,129.3670374,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 298번길,,,4,34,1,N,36.03970306,129.3672301,36.03939932,129.3672127,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 298번길,,,5,313,1,N,36.03929939,129.3697612,36.03943506,129.3663152,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 298번길,,,4,31,1,N,36.03903098,129.3677286,36.03928558,129.3677251,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 146번길,,,3,408,1,N,36.02609671,129.3678709,36.02684695,129.3723051,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 146번길,,,3,110,1,N,36.02681597,129.371708,36.02776665,129.3714731,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙로 158번길,,,3,407,1,N,36.02790898,129.3720208,36.02715402,129.3675976,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
